"geoid","name","lat","lon","parse","uace","uaNAME","uaNAMELSAD10"
"121150025092","Block Group 2","+27.0367872","-082.4020566","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"121150025093","Block Group 3","+27.0247518","-082.4046202","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"121150025091","Block Group 1","+27.0347767","-082.4084822","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"121150026032","Block Group 2","+26.9545441","-082.3588194","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"121150026022","Block Group 2","+26.9895703","-082.3748678","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"121150026023","Block Group 3","+26.9800365","-082.3640607","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"121150026021","Block Group 1","+26.9937648","-082.3782890","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"121150025073","Block Group 3","+27.0607053","-082.4291936","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"121150025071","Block Group 1","+27.0545092","-082.4229028","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"121150025072","Block Group 2","+27.0595979","-082.4198394","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"121150026041","Block Group 1","+26.9703919","-082.3590918","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"121150026043","Block Group 3","+26.9686796","-082.3478865","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"121150026042","Block Group 2","+26.9809320","-082.3484360","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"121150026051","Block Group 1","+26.9538406","-082.3532058","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"121150026052","Block Group 2","+26.9567741","-082.3483095","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"120150305062","Block Group 2","+26.9060683","-082.3037978","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"120150301012","Block Group 2","+26.9303094","-082.2519051","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"120150302014","Block Group 4","+26.9246121","-082.2645769","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"120150302013","Block Group 3","+26.9247953","-082.2800225","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"120150302022","Block Group 2","+26.9232386","-082.2962617","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"120150301022","Block Group 2","+26.9325784","-082.2326779","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"120150305051","Block Group 1","+26.8754091","-082.3044409","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"120150305052","Block Group 2","+26.8846230","-082.2876250","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"120150303022","Block Group 2","+26.9374140","-082.3147558","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"120150303021","Block Group 1","+26.9412413","-082.3231089","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"120150303023","Block Group 3","+26.9414804","-082.3100504","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"120150304011","Block Group 1","+26.9203780","-082.3176539","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"120150303011","Block Group 1","+26.9419907","-082.3391626","within","79606","Sarasota--Bradenton, FL","Sarasota--Bradenton, FL Urbanized Area"
"121079502014","Block Group 4","+29.6366485","-081.8661968","within","41374","Interlachen, FL","Interlachen, FL Urban Cluster"
"121090209051","Block Group 1","+29.9610022","-081.5257995","within","97331","World Golf Village, FL","World Golf Village, FL Urban Cluster"
"121090209053","Block Group 3","+29.9529849","-081.5176696","within","97331","World Golf Village, FL","World Golf Village, FL Urban Cluster"
"121239503012","Block Group 2","+30.1051729","-083.5959864","within","68590","Perry, FL","Perry, FL Urban Cluster"
"121239503011","Block Group 1","+30.1070140","-083.5869900","within","68590","Perry, FL","Perry, FL Urban Cluster"
"120890502052","Block Group 2","+30.6169346","-081.4467164","within","29602","Fernandina Beach, FL","Fernandina Beach, FL Urban Cluster"
"120890502053","Block Group 3","+30.6291212","-081.4511658","within","29602","Fernandina Beach, FL","Fernandina Beach, FL Urban Cluster"
"120890502054","Block Group 4","+30.6326867","-081.4437196","within","29602","Fernandina Beach, FL","Fernandina Beach, FL Urban Cluster"
"120890502042","Block Group 2","+30.6502275","-081.4572554","within","29602","Fernandina Beach, FL","Fernandina Beach, FL Urban Cluster"
"120890502041","Block Group 1","+30.6288894","-081.4600282","within","29602","Fernandina Beach, FL","Fernandina Beach, FL Urban Cluster"
"120890501032","Block Group 2","+30.6639792","-081.4556647","within","29602","Fernandina Beach, FL","Fernandina Beach, FL Urban Cluster"
"120890501031","Block Group 1","+30.6629758","-081.4467355","within","29602","Fernandina Beach, FL","Fernandina Beach, FL Urban Cluster"
"120890501034","Block Group 4","+30.6556181","-081.4495283","within","29602","Fernandina Beach, FL","Fernandina Beach, FL Urban Cluster"
"120890503101","Block Group 1","+30.6156804","-081.5318609","within","29602","Fernandina Beach, FL","Fernandina Beach, FL Urban Cluster"
"120890501043","Block Group 3","+30.6469498","-081.4509428","within","29602","Fernandina Beach, FL","Fernandina Beach, FL Urban Cluster"
"120890501023","Block Group 3","+30.6778647","-081.4462842","within","29602","Fernandina Beach, FL","Fernandina Beach, FL Urban Cluster"
"120890503041","Block Group 1","+30.6191813","-081.5737109","within","97993","Yulee, FL","Yulee, FL Urban Cluster"
"120890503044","Block Group 4","+30.6169536","-081.5921762","within","97993","Yulee, FL","Yulee, FL Urban Cluster"
"121319506082","Block Group 2","+30.3819195","-086.3885663","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"121319506072","Block Group 2","+30.3820670","-086.3104589","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910225002","Block Group 2","+30.4234679","-086.6311264","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910225003","Block Group 3","+30.4184932","-086.6156702","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910225001","Block Group 1","+30.4277795","-086.6231821","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910226003","Block Group 3","+30.4080844","-086.6086854","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910226001","Block Group 1","+30.4069573","-086.6152734","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910227001","Block Group 1","+30.4126081","-086.6258572","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910227002","Block Group 2","+30.4166009","-086.6349392","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910229001","Block Group 1","+30.4173412","-086.6502937","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910229003","Block Group 3","+30.4161468","-086.6643120","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910231003","Block Group 3","+30.4122829","-086.7825320","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910209003","Block Group 3","+30.5212949","-086.4666601","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910211011","Block Group 1","+30.5239400","-086.4843311","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910211012","Block Group 2","+30.5164314","-086.4857675","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910211013","Block Group 3","+30.5138029","-086.4708055","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910216002","Block Group 2","+30.4550417","-086.5807801","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910216001","Block Group 1","+30.4621373","-086.5901488","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910228001","Block Group 1","+30.4214638","-086.6436030","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"30.422467)))",NA,NA,NA,NA,NA,NA,NA
"120910228002","Block Group 2","+30.4152158","-086.6427236","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910211021","Block Group 1","+30.4971786","-086.4762752","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910211022","Block Group 2","+30.5038270","-086.4703382","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910211023","Block Group 3","+30.5089369","-086.4523622","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910208002","Block Group 2","+30.4955795","-086.4253655","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910215022","Block Group 2","+30.4450156","-086.5703349","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910212005","Block Group 5","+30.4978489","-086.4885332","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"30.520636)))",NA,NA,NA,NA,NA,NA,NA
"120910212003","Block Group 3","+30.5139799","-086.5010509","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910212004","Block Group 4","+30.5071553","-086.5013592","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910210022","Block Group 2","+30.4859014","-086.4150944","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910220012","Block Group 2","+30.4419344","-086.6221554","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910220013","Block Group 3","+30.4474797","-086.6260243","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910220011","Block Group 1","+30.4429128","-086.6296039","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910233081","Block Group 1","+30.3830582","-086.4109746","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910219024","Block Group 4","+30.4334633","-086.6573369","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910219023","Block Group 3","+30.4291496","-086.6436281","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910219021","Block Group 1","+30.4391020","-086.6473276","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910219022","Block Group 2","+30.4452271","-086.6444363","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910219011","Block Group 1","+30.4263278","-086.6642109","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910221001","Block Group 1","+30.4374939","-086.6090806","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910221002","Block Group 2","+30.4438396","-086.6122605","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910223001","Block Group 1","+30.4384644","-086.5961520","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910223002","Block Group 2","+30.4459999","-086.6008251","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910224002","Block Group 2","+30.4181745","-086.6011484","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910224003","Block Group 3","+30.4148142","-086.5935943","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910224004","Block Group 4","+30.4089801","-086.5930420","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910233042","Block Group 2","+30.3878571","-086.4608313","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910210012","Block Group 2","+30.4759683","-086.4107287","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910233071","Block Group 1","+30.3931984","-086.4863488","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910233072","Block Group 2","+30.3938158","-086.4952140","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910233061","Block Group 1","+30.4053594","-086.4945360","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910220021","Block Group 1","+30.4338776","-086.6237445","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910220022","Block Group 2","+30.4410166","-086.6362789","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910233052","Block Group 2","+30.3951593","-086.4787838","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910217002","Block Group 2","+30.4612114","-086.6180693","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910217001","Block Group 1","+30.4588713","-086.6072601","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910215013","Block Group 3","+30.4385203","-086.5672241","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910218012","Block Group 2","+30.4618717","-086.6539930","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910218011","Block Group 1","+30.4533383","-086.6456751","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910218021","Block Group 1","+30.4618998","-086.6343399","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910218022","Block Group 2","+30.4518795","-086.6185015","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910218024","Block Group 4","+30.4560710","-086.6266799","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910218023","Block Group 3","+30.4531473","-086.6335608","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"121130108221","Block Group 1","+30.4385171","-086.9268924","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"121130108222","Block Group 2","+30.4216867","-086.9151676","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"121130108202","Block Group 2","+30.4130240","-086.9415355","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"121130108232","Block Group 2","+30.3908515","-087.0247850","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"121130108281","Block Group 1","+30.4137626","-086.8159301","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"121130108273","Block Group 3","+30.4114421","-086.8621987","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"121130108272","Block Group 2","+30.4154849","-086.8440628","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"121130108212","Block Group 2","+30.4080138","-086.9182690","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"121130108261","Block Group 1","+30.4253015","-086.8923457","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"121130108262","Block Group 2","+30.4256042","-086.8752242","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"121130108022","Block Group 2","+30.4381003","-086.9054188","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"121130108133","Block Group 3","+30.3793731","-087.0894907","within","31060","Fort Walton Beach--Navarre--Wright, FL","Fort Walton Beach--Navarre--Wright, FL Urbanized Area"
"120910205004","Block Group 4","+30.7616578","-086.5735927","within","21043","Crestview, FL","Crestview, FL Urban Cluster"
"120910205002","Block Group 2","+30.7732675","-086.5798570","within","21043","Crestview, FL","Crestview, FL Urban Cluster"
"120910205003","Block Group 3","+30.7680915","-086.5755276","within","21043","Crestview, FL","Crestview, FL Urban Cluster"
"120910205001","Block Group 1","+30.7920438","-086.5718850","within","21043","Crestview, FL","Crestview, FL Urban Cluster"
"120910204001","Block Group 1","+30.7823879","-086.5565007","within","21043","Crestview, FL","Crestview, FL Urban Cluster"
"120910204002","Block Group 2","+30.7692296","-086.5558234","within","21043","Crestview, FL","Crestview, FL Urban Cluster"
"120910206011","Block Group 1","+30.7503976","-086.5693787","within","21043","Crestview, FL","Crestview, FL Urban Cluster"
"120910207022","Block Group 2","+30.7317065","-086.5507285","within","21043","Crestview, FL","Crestview, FL Urban Cluster"
"120910207011","Block Group 1","+30.7522083","-086.5596752","within","21043","Crestview, FL","Crestview, FL Urban Cluster"
"120910206021","Block Group 1","+30.7153917","-086.5842850","within","21043","Crestview, FL","Crestview, FL Urban Cluster"
"120730018041","Block Group 1","+30.3838433","-084.2811565","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730025161","Block Group 1","+30.4144222","-084.1414609","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730021052","Block Group 2","+30.4577434","-084.3301723","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730021051","Block Group 1","+30.4624489","-084.3358515","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730021063","Block Group 3","+30.4530395","-084.3349880","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730021061","Block Group 1","+30.4488673","-084.3231127","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730021062","Block Group 2","+30.4515522","-084.3293785","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730009061","Block Group 1","+30.4621385","-084.2507311","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730009062","Block Group 2","+30.4717441","-084.2377849","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730009073","Block Group 3","+30.4524609","-084.2592947","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730009071","Block Group 1","+30.4493266","-084.2461604","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730009074","Block Group 4","+30.4562777","-084.2501131","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730009075","Block Group 5","+30.4597133","-084.2372125","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730009072","Block Group 2","+30.4541318","-084.2326786","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730020082","Block Group 2","+30.4438047","-084.3212547","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730020081","Block Group 1","+30.4458350","-084.3300015","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730017024","Block Group 4","+30.4924898","-084.2530110","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730017022","Block Group 2","+30.4778322","-084.2556931","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730017023","Block Group 3","+30.4702352","-084.2576752","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730017021","Block Group 1","+30.4865642","-084.2424601","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730017012","Block Group 2","+30.4761058","-084.2703454","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730017013","Block Group 3","+30.4819905","-084.2687502","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730017011","Block Group 1","+30.4927186","-084.2625743","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730024221","Block Group 1","+30.5615893","-084.2670965","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730024181","Block Group 1","+30.5901710","-084.2451417","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730024182","Block Group 2","+30.6073092","-084.2475464","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730024183","Block Group 3","+30.5733065","-084.2251580","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730024192","Block Group 2","+30.5876417","-084.2295169","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730005022","Block Group 2","+30.4385884","-084.2880524","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730005021","Block Group 1","+30.4381030","-084.2965558","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730005011","Block Group 1","+30.4358071","-084.2934504","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730020071","Block Group 1","+30.4383203","-084.3199498","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730020072","Block Group 2","+30.4351760","-084.3246345","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730020073","Block Group 3","+30.4329637","-084.3215153","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730010021","Block Group 1","+30.4089190","-084.2737275","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730011012","Block Group 2","+30.4196399","-084.2957955","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730011013","Block Group 3","+30.4159229","-084.2868880","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730011011","Block Group 1","+30.4153282","-084.2970337","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730011022","Block Group 2","+30.4001917","-084.2925573","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730011021","Block Group 1","+30.4079564","-084.2955187","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730012001","Block Group 1","+30.4295966","-084.2972561","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730006004","Block Group 4","+30.4463296","-084.2882281","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730006002","Block Group 2","+30.4521736","-084.2947537","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730006003","Block Group 3","+30.4475800","-084.2916213","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730006001","Block Group 1","+30.4543269","-084.2912989","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730007001","Block Group 1","+30.4590687","-084.2884222","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730007002","Block Group 2","+30.4555413","-084.2824842","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730008001","Block Group 1","+30.4700498","-084.2718412","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730008002","Block Group 2","+30.4641452","-084.2741448","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730008003","Block Group 3","+30.4618674","-084.2692050","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730021012","Block Group 2","+30.4696493","-084.3406245","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730021011","Block Group 1","+30.4678424","-084.3191532","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730021013","Block Group 3","+30.4695361","-084.3325894","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730022013","Block Group 3","+30.4754306","-084.3169560","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730022014","Block Group 4","+30.4730642","-084.3507719","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730022011","Block Group 1","+30.4608597","-084.3508915","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730022012","Block Group 2","+30.4767487","-084.3277797","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730015001","Block Group 1","+30.4755921","-084.3063751","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730015002","Block Group 2","+30.4723491","-084.2993796","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730015004","Block Group 4","+30.4671046","-084.3083455","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730015003","Block Group 3","+30.4681104","-084.2934823","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730023042","Block Group 2","+30.4519062","-084.3667127","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730024031","Block Group 1","+30.4947739","-084.2356872","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730024032","Block Group 2","+30.4946921","-084.2218980","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730024105","Block Group 5","+30.5029309","-084.2316466","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"120730024101","Block Group 1","+30.5099636","-084.2341296","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
"30.506648)))",NA,NA,NA,NA,NA,NA,NA
"120730024102","Block Group 2","+30.5120268","-084.2071721","within","86464","Tallahassee, FL","Tallahassee, FL Urbanized Area"
